candidate_id,country,organization,interest_rate,unpaid_principal_bal,loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13
2.79E+11,Y,Browning-Hart,4.25,116000,360,01-01-2012,Mar-12,80,2,37,814,C86,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.02E+11,X,OTHER,3.25,64000,120,01-01-2012,Mar-12,46,2,9,802,A23,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.59E+11,X,OTHER,3.75,106000,360,01-01-2012,Mar-12,80,2,26,736,B12,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.47E+11,X,OTHER,4.375,167000,360,01-01-2012,Mar-12,80,1,42,765,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.70E+11,Y,Browning-Hart,3.625,417000,360,01-02-2012,Apr-12,42,1,41,761,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.97E+11,Y,"Swanson, Newton and Miller",3.875,136000,120,01-01-2012,Mar-12,39,2,23,812,A23,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.89E+11,Y,"Turner, Baldwin and Rhodes",3.875,384000,360,01-02-2012,Apr-12,80,1,43,781,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.34E+11,X,OTHER,4.125,525000,360,01-03-2012,May-12,79,2,40,772,A23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61E+11,X,OTHER,3.875,100000,360,01-03-2012,May-12,80,2,33,757,C86,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.43E+11,X,OTHER,3.875,90000,360,01-03-2012,Apr-12,67,2,39,648,C86,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48E+11,Y,Browning-Hart,3.875,220000,360,01-02-2012,Apr-12,75,1,29,775,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.20E+11,X,OTHER,3.625,140000,360,01-01-2012,Apr-12,80,1,17,782,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.88E+11,X,"Swanson, Newton and Miller",4.625,299000,240,01-02-2012,Apr-12,60,2,36,785,A23,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.67E+11,X,"Miller, Mcclure and Allen",4.375,176000,360,01-02-2012,May-12,70,2,24,755,A23,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.35E+11,X,Suarez Inc,3.99,417000,360,01-02-2012,Apr-12,79,1,43,742,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.61E+11,Y,"Cole, Brooks and Vincent",3.99,285000,360,01-02-2012,Apr-12,95,2,21,766,C86,30,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.00E+11,X,"Taylor, Hunt and Rodriguez",3.75,350000,360,01-03-2012,May-12,88,2,28,789,C86,25,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.71E+11,Y,Browning-Hart,4.5,381000,360,01-01-2012,Mar-12,63,2,42,777,A23,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.88E+11,X,OTHER,3,344000,180,01-03-2012,May-12,80,2,37,701,A23,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.98E+11,X,OTHER,4.125,143000,360,01-01-2012,Mar-12,80,1,39,800,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.45E+11,Z,OTHER,3.875,300000,360,01-03-2012,May-12,77,2,23,779,A23,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.40E+11,X,OTHER,3.375,129000,180,01-01-2012,Mar-12,22,2,19,801,A23,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.91E+11,Y,Browning-Hart,4,75000,360,01-02-2012,Apr-12,87,1,38,773,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.88E+11,X,OTHER,3,96000,180,01-03-2012,May-12,70,1,28,799,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.06E+11,X,Browning-Hart,3.25,206000,180,01-02-2012,Apr-12,80,2,37,732,A23,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53E+11,X,OTHER,4.375,133000,360,01-02-2012,Apr-12,75,1,40,813,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.53E+11,X,OTHER,4.125,80000,360,01-02-2012,Apr-12,75,1,40,817,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.64E+11,X,"Swanson, Newton and Miller",4.125,65000,120,01-02-2012,Mar-12,73,2,31,774,B12,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.11E+11,Z,Nicholson Group,4.25,300000,360,01-02-2012,Apr-12,71,2,20,780,A23,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.69E+11,Y,Browning-Hart,3.5,98000,180,01-01-2012,Mar-12,59,2,41,804,A23,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.16E+11,X,OTHER,3.25,253000,120,01-02-2012,Apr-12,45,2,19,772,A23,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.54E+11,X,OTHER,4.125,167000,180,01-01-2012,Mar-12,71,2,28,799,A23,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.45E+11,X,Browning-Hart,3.25,102000,180,01-01-2012,Mar-12,75,2,40,819,A23,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.00E+11,Y,"Cole, Brooks and Vincent",3.875,224000,240,01-01-2012,Mar-12,51,2,34,781,A23,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46E+11,Y,Browning-Hart,3.875,115000,360,01-02-2012,Apr-12,90,1,41,802,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.15E+11,Z,OTHER,4,125000,360,01-03-2012,May-12,75,1,33,706,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.34E+11,X,OTHER,3.5,108000,180,01-01-2012,Mar-12,37,2,39,660,A23,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.72E+11,X,Browning-Hart,4,130000,360,01-02-2012,Apr-12,51,1,26,683,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12E+11,Y,OTHER,4.375,108000,360,01-03-2012,May-12,80,2,26,765,A23,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.83E+11,Y,Richards-Walters,4,109000,360,01-02-2012,Apr-12,52,1,41,791,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.54E+11,Y,Browning-Hart,4.375,279000,360,01-01-2012,Mar-12,72,1,40,770,B12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.76E+11,Y,Browning-Hart,3.75,222000,360,01-02-2012,Apr-12,60,1,39,776,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.79E+11,X,"Martinez, Duffy and Bird",5.25,62000,360,01-02-2012,Apr-12,80,1,38,656,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.64E+11,X,OTHER,4.5,172000,360,01-02-2012,Apr-12,80,1,14,763,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30E+11,X,OTHER,3.75,70000,180,01-01-2012,Mar-12,45,1,39,765,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.47E+11,X,OTHER,3.75,200000,360,01-02-2012,Apr-12,58,2,45,802,A23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.78E+11,X,OTHER,3.875,162000,360,01-01-2012,Mar-12,80,1,29,816,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.80E+11,Y,Nicholson Group,4,168000,180,01-01-2012,Mar-12,80,1,41,687,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.79E+11,Y,"Cole, Brooks and Vincent",4.25,125000,360,01-01-2012,Mar-12,57,1,31,809,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.01E+11,X,OTHER,4.625,90000,360,01-01-2012,Mar-12,41,2,25,781,B12,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.09E+11,Y,"Swanson, Newton and Miller",4.25,102000,360,01-02-2012,Apr-12,57,1,36,779,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.76E+11,Z,OTHER,3.875,152000,180,01-02-2012,Apr-12,80,1,14,796,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.45E+11,Y,"Swanson, Newton and Miller",3.875,130000,360,01-02-2012,Apr-12,50,2,21,776,A23,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.58E+11,X,OTHER,3.375,150000,180,01-03-2012,May-12,53,2,12,814,C86,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.85E+11,X,OTHER,2.99,147000,120,01-02-2012,Apr-12,69,2,19,790,B12,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.49E+11,X,OTHER,3.125,145000,180,01-01-2012,Mar-12,63,2,20,821,A23,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.95E+11,X,OTHER,3.875,275000,240,01-03-2012,May-12,68,1,28,762,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.03E+11,X,Browning-Hart,3.25,162000,180,01-02-2012,Apr-12,73,1,32,762,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.72E+11,Y,Browning-Hart,3.625,312000,360,01-02-2012,Apr-12,80,2,36,789,B12,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.05E+11,Y,"Martinez, Duffy and Bird",3.75,210000,240,01-02-2012,Apr-12,71,2,32,786,A23,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.88E+11,X,OTHER,3.25,185000,180,01-01-2012,Mar-12,66,1,11,801,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.21E+11,X,"Swanson, Newton and Miller",4.5,132000,360,01-01-2012,Mar-12,77,2,39,744,B12,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.20E+11,Z,Thornton-Davis,3.75,255000,240,01-01-2012,Apr-12,74,1,30,799,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.44E+11,Z,Browning-Hart,3.5,321000,360,01-02-2012,May-12,65,1,35,795,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.23E+11,X,OTHER,3.5,292000,180,01-02-2012,Apr-12,48,1,36,772,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.85E+11,Y,Sanchez-Robinson,3.125,148000,180,01-02-2012,Apr-12,52,2,24,820,A23,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.45E+11,X,Browning-Hart,3.375,168000,180,01-01-2012,Mar-12,71,2,31,770,B12,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.31E+11,Y,Browning-Hart,3.875,354000,360,01-01-2012,Mar-12,46,2,18,766,A23,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40E+11,Z,Browning-Hart,2.875,193000,180,01-02-2012,Apr-12,71,1,44,778,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.33E+11,X,OTHER,3.5,120000,180,01-02-2012,Apr-12,80,1,41,751,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.43E+11,X,Suarez Inc,4.375,80000,360,01-01-2012,Mar-12,66,1,24,725,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.24E+11,X,"Miller, Mcclure and Allen",2.99,87000,96,01-01-2012,Mar-12,15,1,26,812,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.66E+11,Y,Browning-Hart,4.375,202000,360,01-02-2012,Apr-12,80,2,33,801,C86,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.96E+11,X,"Martinez, Duffy and Bird",3.97,173000,240,01-02-2012,Apr-12,70,1,40,792,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.57E+11,X,Browning-Hart,4.25,517000,360,01-01-2012,Mar-12,65,1,32,708,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.90E+11,Z,OTHER,4.25,125000,240,01-02-2012,Apr-12,74,1,45,773,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.68E+11,Y,"Swanson, Newton and Miller",4.625,171000,360,01-02-2012,Apr-12,80,1,45,750,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.15E+11,X,OTHER,4.875,28000,360,01-03-2012,May-12,80,1,49,713,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25E+11,X,OTHER,4.25,336000,300,01-02-2012,Apr-12,95,1,41,701,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.04E+11,X,OTHER,3.1,95000,180,01-03-2012,May-12,79,2,39,801,A23,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.90E+11,Z,"Cole, Brooks and Vincent",3.75,202000,240,01-03-2012,Apr-12,80,1,44,805,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.59E+11,X,OTHER,4.375,80000,360,01-02-2012,Apr-12,37,1,31,758,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.71E+11,X,OTHER,4.375,51000,180,01-02-2012,Mar-12,80,1,38,795,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.24E+11,X,OTHER,3.5,100000,180,01-03-2012,May-12,59,1,43,767,B12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.86E+11,X,OTHER,3.875,200000,180,01-01-2012,Mar-12,63,2,35,768,B12,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.41E+11,X,"Martinez, Duffy and Bird",3.56,68000,120,01-02-2012,Apr-12,49,2,38,763,A23,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.92E+11,Y,Edwards-Hoffman,3.125,417000,180,01-03-2012,May-12,64,2,20,812,A23,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.33E+11,Y,Browning-Hart,3.625,88000,180,01-02-2012,Apr-12,90,1,12,780,C86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.37E+11,X,Browning-Hart,4,200000,360,01-02-2012,Apr-12,80,2,22,795,A23,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.04E+11,X,"Martinez, Duffy and Bird",4.98,249000,360,01-01-2012,Mar-12,95,2,32,733,C86,30,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.11E+11,Y,Browning-Hart,4,180000,360,01-02-2012,Apr-12,64,1,30,795,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11E+11,Z,Browning-Hart,4.375,177000,360,01-02-2012,Apr-12,80,2,40,766,A23,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.96E+11,X,"Miller, Mcclure and Allen",3.99,190000,360,01-02-2012,Apr-12,60,1,45,778,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.27E+11,Y,Edwards-Hoffman,3.99,143000,360,01-01-2012,Mar-12,85,2,30,741,C86,12,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.93E+11,X,OTHER,3.375,60000,180,01-01-2012,Mar-12,20,2,14,808,A23,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.90E+11,Y,Browning-Hart,3.875,227000,360,01-02-2012,Apr-12,85,2,21,801,A23,12,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.16E+11,Y,Browning-Hart,3.25,74000,180,01-02-2012,Apr-12,31,2,24,815,A23,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.42E+11,X,OTHER,4,260000,360,01-01-2012,Mar-12,65,2,28,791,B12,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.45E+11,X,Browning-Hart,4.25,214000,360,01-02-2012,Apr-12,80,1,40,772,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.02E+11,X,Suarez Inc,3.5,417000,180,01-02-2012,Apr-12,56,2,22,747,A23,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.12E+11,X,OTHER,3.875,145000,360,01-03-2012,May-12,73,1,45,761,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.72E+11,X,OTHER,3.875,185000,360,01-02-2012,Apr-12,68,2,35,796,B12,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.31E+11,X,Suarez Inc,4.375,459000,360,01-01-2012,Mar-12,53,2,27,809,A23,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.10E+11,Y,Browning-Hart,3.375,204000,180,01-01-2012,Mar-12,44,1,19,796,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.99E+11,X,OTHER,3.375,417000,120,01-01-2012,Mar-12,40,2,43,761,B12,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.44E+11,X,OTHER,3.75,148000,240,01-01-2012,Apr-12,80,2,28,776,B12,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.45E+11,X,OTHER,4,375000,360,01-02-2012,Apr-12,60,2,50,791,A23,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.50E+11,X,OTHER,3.1,130000,180,01-02-2012,Apr-12,62,2,21,808,B12,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.55E+11,Y,Edwards-Hoffman,3.99,305000,360,01-01-2012,Mar-12,80,1,30,744,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.81E+11,X,OTHER,4.24,80000,360,01-02-2012,May-12,25,1,31,805,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.82E+11,Z,Browning-Hart,3.875,213000,360,01-02-2012,Apr-12,80,1,31,791,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.76E+11,X,"Martinez, Duffy and Bird",3.75,198000,240,01-03-2012,May-12,50,2,40,808,B12,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.82E+11,Z,Suarez Inc,3.99,86000,360,01-01-2012,Mar-12,75,2,34,759,C86,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.05E+11,X,OTHER,3.25,310000,180,01-02-2012,May-12,75,1,43,685,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.43E+11,Y,OTHER,4.25,230000,360,01-01-2012,Mar-12,68,2,37,772,A23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.70E+11,X,OTHER,4.375,139000,360,01-01-2012,Mar-12,67,2,40,808,A23,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.57E+11,X,"Taylor, Hunt and Rodriguez",4.115,117000,336,01-01-2012,Mar-12,89,1,24,803,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.94E+11,Z,Richards-Walters,4,145000,360,01-01-2012,Mar-12,73,1,32,804,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.35E+11,Y,Browning-Hart,4,372000,360,01-02-2012,Apr-12,85,2,42,803,C86,12,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.25E+11,X,Richardson Ltd,3.375,417000,180,01-02-2012,Apr-12,43,2,43,714,B12,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.34E+11,X,OTHER,3,144000,180,01-02-2012,Apr-12,26,2,17,785,B12,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.18E+11,Z,OTHER,3.375,115000,180,01-01-2012,Mar-12,82,1,45,732,A23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.42E+11,X,OTHER,3.375,196000,180,01-02-2012,Apr-12,51,2,42,792,A23,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.34E+11,X,"Martinez, Duffy and Bird",3.5,394000,180,01-02-2012,Apr-12,50,2,27,620,A23,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.00E+11,X,OTHER,4.25,78000,360,01-02-2012,Apr-12,65,2,22,739,A23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.01E+11,X,OTHER,4.25,132000,360,01-01-2012,Mar-12,66,1,13,798,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.25E+11,Y,Browning-Hart,4.125,122000,360,01-01-2012,Mar-12,80,2,49,817,C86,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.51E+11,Z,OTHER,4.5,92000,360,01-02-2012,Apr-12,71,2,21,811,A23,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60E+11,X,OTHER,3.125,126000,180,01-01-2012,Mar-12,67,2,17,691,B12,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.67E+11,Z,OTHER,3.375,102000,180,01-01-2012,Mar-12,48,2,23,801,A23,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.75E+11,Y,"Swanson, Newton and Miller",4.5,207000,360,01-01-2012,Mar-12,90,2,41,799,C86,25,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+11,X,OTHER,3.125,64000,180,01-02-2012,Apr-12,97,2,14,749,A23,35,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25E+11,X,OTHER,4,112000,360,01-02-2012,Apr-12,95,1,42,745,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.77E+11,Y,OTHER,3.875,120000,360,01-02-2012,Apr-12,54,1,46,805,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.66E+11,Y,Nicholson Group,4.125,266000,360,01-01-2012,Mar-12,80,1,28,772,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43E+11,Z,Browning-Hart,3.875,137000,180,01-01-2012,Mar-12,23,2,8,801,A23,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.68E+11,X,OTHER,4.375,103000,360,01-01-2012,Mar-12,64,1,38,730,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.84E+11,Y,Nicholson Group,3.375,306000,180,01-01-2012,Mar-12,92,2,28,725,A23,25,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.10E+11,Y,"Swanson, Newton and Miller",3.375,375000,180,01-02-2012,Apr-12,45,1,41,792,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.92E+11,X,Browning-Hart,4.25,213000,276,01-02-2012,Apr-12,80,1,38,787,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.83E+11,Z,OTHER,5,128000,360,01-03-2012,May-12,75,2,44,686,C86,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.35E+11,Y,Sanchez-Robinson,2.875,45000,180,01-03-2012,May-12,73,1,15,758,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.31E+11,X,"Swanson, Newton and Miller",4.125,218000,360,01-02-2012,May-12,89,2,35,782,C86,25,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04E+11,X,OTHER,4,214000,360,01-03-2012,May-12,75,2,11,797,C86,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.43E+11,X,"Martinez, Duffy and Bird",3.97,353000,360,01-03-2012,May-12,36,2,48,747,B12,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.22E+11,Z,"Taylor, Hunt and Rodriguez",3.99,256000,360,01-01-2012,Mar-12,80,2,43,732,C86,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.61E+11,Y,Browning-Hart,4.125,332000,360,01-01-2012,Mar-12,93,1,33,718,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.45E+11,X,OTHER,3.5,116000,120,01-02-2012,Apr-12,49,2,41,796,B12,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.74E+11,Y,Sanchez-Robinson,3.125,333000,180,01-02-2012,Apr-12,52,2,10,810,A23,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.87E+11,Y,OTHER,4,381000,360,01-02-2012,Apr-12,75,2,25,713,A23,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34E+11,Y,"Cole, Brooks and Vincent",4,246000,240,01-02-2012,Apr-12,32,1,34,720,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.98E+11,Y,OTHER,3.75,402000,360,01-02-2012,Apr-12,78,1,33,793,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.16E+11,Y,Browning-Hart,3.875,120000,300,01-02-2012,Apr-12,58,2,23,795,A23,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98E+11,X,OTHER,3.75,110000,360,01-03-2012,May-12,69,2,37,805,C86,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.24E+11,X,OTHER,3.375,130000,180,01-02-2012,Apr-12,82,1,20,800,A23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.48E+11,Y,Edwards-Hoffman,3.875,106000,240,01-01-2012,Mar-12,43,2,13,794,A23,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.01E+11,Z,"Sanchez, Hays and Wilkerson",3.75,336000,360,01-02-2012,Apr-12,80,1,24,789,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.83E+11,X,OTHER,4.5,288000,360,01-01-2012,Mar-12,91,1,45,716,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.18E+11,Y,Browning-Hart,4,70000,360,01-02-2012,Apr-12,34,2,37,810,C86,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.54E+11,Y,OTHER,3.75,100000,240,01-02-2012,Apr-12,58,2,25,786,B12,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.22E+11,X,OTHER,3.5,100000,360,01-03-2012,May-12,67,2,29,765,B12,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.65E+11,X,Anderson-Taylor,3.75,170000,360,01-01-2012,Mar-12,69,2,27,801,A23,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.12E+11,Y,Browning-Hart,4.125,310000,360,01-01-2012,Mar-12,80,1,38,789,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.97E+11,Y,Browning-Hart,3.5,198000,180,01-01-2012,Mar-12,80,2,30,767,A23,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.87E+11,X,OTHER,3.875,150000,360,01-01-2012,Mar-12,50,1,26,775,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.44E+11,Z,Edwards-Hoffman,4.276,193000,360,01-01-2012,Mar-12,57,2,24,820,A23,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.71E+11,X,Browning-Hart,4.125,285000,360,01-02-2012,Apr-12,77,2,45,817,A23,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.32E+11,X,"Miller, Mcclure and Allen",3.875,166000,240,01-02-2012,Apr-12,67,2,43,773,B12,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
